concert_id,演唱会名称,艺人,艺人热度分,音乐风格,省份,城市,演出场馆,场馆类型,场馆容纳量,开演日期,闭演日期,演出时长(分钟),主办方,票价下限(元),票价上限(元),实际入场人数,售票状态/备注
C202315596,刘若英(奶茶) 2023巡回演唱会 天津站,刘若英(奶茶),85,经典,天津,天津,天津奥体中心体育场,体育场,37367,2023-07-04,2023-07-04,111,索尼音乐,49,79,25585,余票较多
C202415597,邓紫棋 2024年度演唱会 郑州站,邓紫棋,77,摇滚,河南,郑州,郑州体育馆,体育馆,15443,2024-02-27,2024-02-27,129,猫眼演出,49,145,9762,余票较多
C202215598,邓紫棋 2022世界巡回演唱会 青岛站,邓紫棋,82,摇滚,山东,青岛,青岛音乐厅/演出中心,演艺中心,8450,2022-05-07,2022-05-07,129,永乐票务,49,200,6456,正常
C202415599,赵雷 2024全新舞台演出（3晚） 广州站,赵雷,65,民谣,广东,广州,广州体育中心体育场,体育场,62564,2024-05-28,2024-05-30,105,摩登天空,49,125,31391,上座偏低
C202515600,孙燕姿 2025特别呈现演唱会 南京站,孙燕姿,60,抒情,江苏,南京,南京体育文化中心体育馆,体育馆,28140,2025-09-15,2025-09-15,103,环球音乐,49,172,15092,上座偏低
C202415601,蔡依林 2024巡回演唱会 天津站,蔡依林,89,舞曲/电子,天津,天津,天津奥体中心体育馆,体育馆,14765,2024-04-15,2024-04-15,135,华研国际,49,194,9831,余票较多
C202315602,王嘉尔 2023全国巡演 乌鲁木齐站,王嘉尔,79,舞曲/电子,新疆,乌鲁木齐,乌鲁木齐演艺中心,演艺中心,5085,2023-01-29,2023-01-29,128,大麦,49,137,3616,余票较多
C202415603,周杰伦 2024巡回演唱会 福州站,周杰伦,81,嘻哈,福建,福州,福州体育场,体育场,29462,2024-06-15,2024-06-15,120,大麦,49,293,22128,正常
C202615604,赵雷 2026全新舞台演出 上海站,赵雷,65,民谣,上海,上海,上海体育场,体育场,63819,2026-02-02,2026-02-02,116,索尼音乐,49,133,34290,上座偏低
C202215605,五月天 2022巡回演唱会 哈尔滨站,五月天,94,流行摇滚,黑龙江,哈尔滨,哈尔滨音乐厅/演出中心,演艺中心,7638,2022-12-24,2022-12-24,140,永乐票务,49,263,5863,正常
C202615606,周深 2026巡回演唱会 厦门站,周深,82,古典/流行,福建,厦门,厦门艺术中心大剧场,演艺中心,3461,2026-08-14,2026-08-14,101,华纳音乐,49,197,2401,余票较多
C202315607,张学友 2023全新舞台演出 深圳站,张学友,90,经典,广东,深圳,深圳国际会展/体育馆(演出场),体育馆,21352,2023-12-11,2023-12-11,110,华纳音乐,49,162,15092,余票较多
C202215608,蔡依林 2022世界巡回演唱会 南宁站,蔡依林,80,舞曲/电子,广西,南宁,南宁音乐厅/演出中心,演艺中心,3307,2022-09-21,2022-09-21,120,华研国际,49,156,2210,余票较多
C202415609,邓紫棋 2024年度演唱会 南宁站,邓紫棋,81,摇滚,广西,南宁,南宁艺术中心大剧场,演艺中心,3858,2024-03-28,2024-03-28,130,猫眼演出,49,309,2522,余票较多
C202615610,张靓颖 2026巡回演唱会 南京站,张靓颖,60,抒情,江苏,南京,南京国际会展/体育馆(演出场),体育馆,32673,2026-05-30,2026-05-30,111,华纳音乐,49,70,19326,余票较多
C202515611,邓紫棋 2025年度演唱会 成都站,邓紫棋,71,摇滚,四川,成都,成都国际会展/体育馆(演出场),体育馆,19115,2025-03-15,2025-03-15,127,永乐票务,49,89,13123,余票较多
C202515612,周杰伦 2025巡回演唱会 石家庄站,周杰伦,89,R&B,河北,石家庄,石家庄体育文化中心体育馆,体育馆,5755,2025-04-29,2025-04-29,124,摩登天空,49,59,3867,余票较多
C202215613,蔡依林 2022特别呈现演唱会（2晚） 贵阳站,蔡依林,85,舞曲/电子,贵州,贵阳,贵阳奥体中心体育馆,体育馆,8662,2022-06-12,2022-06-13,122,猫眼演出,49,315,7024,正常
C202515614,林俊杰 2025全新舞台演出（2晚） 宁波站,林俊杰,84,流行,浙江,宁波,宁波体育中心体育馆,体育馆,14286,2025-08-31,2025-09-01,108,橙天嘉禾,49,88,12023,正常
C202615615,五月天 2026年度演唱会 厦门站,五月天,85,摇滚,福建,厦门,厦门体育文化中心体育馆,体育馆,25249,2026-03-03,2026-03-03,137,环球音乐,49,279,20155,正常
C202615616,刘德华 2026全国巡演 南京站,刘德华,94,抒情,江苏,南京,南京体育文化中心体育馆,体育馆,29792,2026-06-09,2026-06-09,117,华研国际,49,213,25271,正常
C202515617,邓紫棋 2025全新舞台演出 佛山站,邓紫棋,77,摇滚,广东,佛山,佛山艺术中心大剧场,演艺中心,3958,2025-01-24,2025-01-24,115,猫眼演出,49,245,2641,余票较多
C202615618,周杰伦 2026世界巡回演唱会 苏州站,周杰伦,98,R&B,江苏,苏州,苏州体育馆,体育馆,18359,2026-10-10,2026-10-10,130,猫眼演出,49,253,14170,正常
C202215619,蔡依林 2022巡回演唱会（2晚） 青岛站,蔡依林,69,流行,山东,青岛,青岛体育文化中心体育馆,体育馆,24390,2022-05-29,2022-05-30,103,华纳音乐,49,274,16462,余票较多
C202515620,刘德华 2025特别呈现演唱会 太原站,刘德华,89,抒情,山西,太原,太原国际会展/体育馆(演出场),体育馆,14982,2025-04-14,2025-04-14,116,大麦,49,59,11477,正常
C202215621,薛之谦 2022世界巡回演唱会 大连站,薛之谦,73,流行,辽宁,大连,大连国际会展/体育馆(演出场),体育馆,23384,2022-03-31,2022-03-31,105,大麦,49,91,15710,余票较多
C202415622,薛之谦 2024全新舞台演出（2晚） 南京站,薛之谦,96,流行,江苏,南京,南京演艺中心,演艺中心,19741,2024-09-19,2024-09-20,115,猫眼演出,49,226,12839,余票较多
C202215623,王菲 2022世界巡回演唱会 哈尔滨站,王菲,88,电子/氛围,黑龙江,哈尔滨,哈尔滨大剧院(演出厅),演艺中心,9967,2022-06-02,2022-06-02,130,猫眼演出,49,138,6693,余票较多
C202215624,蔡依林 2022全国巡演 贵阳站,蔡依林,81,舞曲/电子,贵州,贵阳,贵阳国际会展/体育馆(演出场),体育馆,26805,2022-06-20,2022-06-20,118,摩登天空,49,59,18343,余票较多
C202415625,五月天 2024巡回演唱会 乌鲁木齐站,五月天,89,流行摇滚,新疆,乌鲁木齐,乌鲁木齐体育中心体育馆,体育馆,14715,2024-02-19,2024-02-19,123,大麦,49,116,9832,余票较多
C202315626,汪苏泷 2023全新舞台演出（2晚） 厦门站,汪苏泷,75,流行,福建,厦门,厦门国际体育中心体育场,体育场,55264,2023-01-08,2023-01-09,120,华研国际,49,183,32794,余票较多
C202215627,赵雷 2022世界巡回演唱会 沈阳站,赵雷,35,民谣,辽宁,沈阳,沈阳体育馆,体育馆,15206,2022-05-08,2022-05-08,128,现场娱乐(主办合作),49,188,7091,上座偏低
C202215628,薛之谦 2022世界巡回演唱会 银川站,薛之谦,80,流行,宁夏,银川,银川体育馆,体育馆,4227,2022-04-27,2022-04-27,104,索尼音乐,49,259,3298,正常
C202315629,王菲 2023年度演唱会（2晚） 宁波站,王菲,81,流行,浙江,宁波,宁波体育中心体育馆,体育馆,5499,2023-11-10,2023-11-11,128,大麦,49,70,3423,余票较多
C202515630,张杰 2025全国巡演 沈阳站,张杰,79,抒情,辽宁,沈阳,沈阳体育馆,体育馆,21445,2025-05-29,2025-05-29,109,猫眼演出,49,133,15421,余票较多
C202315631,张杰 2023巡回演唱会 银川站,张杰,77,抒情,宁夏,银川,银川国际会展/体育馆(演出场),体育馆,14262,2023-05-10,2023-05-10,122,大麦,49,140,9067,余票较多
C202415632,华晨宇 2024巡回演唱会（2晚） 长沙站,华晨宇,89,流行,湖南,长沙,长沙奥体中心体育场,体育场,41433,2024-01-31,2024-02-01,124,永乐票务,49,87,26118,余票较多
C202415633,林俊杰 2024巡回演唱会 武汉站,林俊杰,81,R&B,湖北,武汉,武汉体育中心体育场,体育场,35363,2024-03-12,2024-03-12,118,永乐票务,49,310,25915,余票较多
C202215634,刘若英(奶茶) 2022巡回演唱会 上海站,刘若英(奶茶),78,抒情,上海,上海,上海体育馆,体育馆,22863,2022-07-24,2022-07-24,122,大麦,49,140,18391,正常
C202315635,周杰伦 2023巡回演唱会 福州站,周杰伦,91,R&B,福建,福州,福州体育文化中心体育馆,体育馆,16879,2023-02-16,2023-02-16,130,摩登天空,49,59,13150,正常
C202615636,赵雷 2026特别呈现演唱会 武汉站,赵雷,56,民谣,湖北,武汉,武汉音乐厅/演出中心,演艺中心,8672,2026-09-18,2026-09-18,122,猫眼演出,49,180,4740,上座偏低
C202615637,陈奕迅 2026世界巡回演唱会 呼和浩特站,陈奕迅,82,流行,内蒙古,呼和浩特,呼和浩特体育馆,体育馆,6389,2026-08-04,2026-08-04,115,大麦,49,266,4757,余票较多
C202515638,蔡依林 2025全新舞台演出 长春站,蔡依林,89,流行,吉林,长春,长春体育中心体育馆,体育馆,7967,2025-07-16,2025-07-16,131,现场娱乐(主办合作),49,185,5430,余票较多
C202415639,周杰伦 2024年度演唱会 苏州站,周杰伦,88,R&B,江苏,苏州,苏州奥体中心体育馆,体育馆,26555,2024-03-21,2024-03-21,103,永乐票务,49,196,21355,正常
C202415640,陈奕迅 2024世界巡回演唱会 南昌站,陈奕迅,98,抒情,江西,南昌,南昌体育中心体育馆,体育馆,22104,2024-05-28,2024-05-28,130,猫眼演出,49,179,16215,余票较多
C202515641,周杰伦 2025年度演唱会 宁波站,周杰伦,94,嘻哈,浙江,宁波,宁波艺术中心大剧场,演艺中心,1815,2025-03-19,2025-03-19,122,大麦,49,100,1291,余票较多
C202615642,蔡依林 2026巡回演唱会（2晚） 深圳站,蔡依林,83,流行,广东,深圳,深圳国际体育中心体育场,体育场,40879,2026-11-23,2026-11-24,109,永乐票务,49,246,21826,上座偏低
C202415643,五月天 2024巡回演唱会 武汉站,五月天,95,流行摇滚,湖北,武汉,武汉体育中心体育馆,体育馆,29235,2024-06-18,2024-06-18,141,杰克音乐,49,130,22545,正常
C202515644,王菲 2025全国巡演 广州站,王菲,91,电子/氛围,广东,广州,广州体育文化中心体育馆,体育馆,19042,2025-11-09,2025-11-09,128,猫眼演出,49,249,14977,正常
C202315645,毛不易 2023世界巡回演唱会 武汉站,毛不易,54,民谣/流行,湖北,武汉,武汉国际体育中心体育场,体育场,81922,2023-05-05,2023-05-05,104,猫眼演出,49,163,45590,余票较多
C202615646,王嘉尔 2026全国巡演 兰州站,王嘉尔,81,嘻哈,甘肃,兰州,兰州演艺中心,演艺中心,1649,2026-08-27,2026-08-27,123,华纳音乐,49,59,1279,正常
C202215647,五月天 2022年度演唱会（2晚） 宁波站,五月天,91,摇滚,浙江,宁波,宁波演艺中心,演艺中心,2304,2022-11-16,2022-11-17,126,大麦,49,105,1490,余票较多
C202515648,薛之谦 2025全新舞台演出 青岛站,薛之谦,75,流行,山东,青岛,青岛奥体中心体育馆,体育馆,11961,2025-05-30,2025-05-30,119,永乐票务,49,196,8841,余票较多
C202315649,毛不易 2023巡回演唱会（2晚） 南昌站,毛不易,65,民谣/流行,江西,南昌,南昌体育馆,体育馆,27758,2023-05-06,2023-05-07,123,永乐票务,49,117,19801,余票较多
C202315650,刘若英(奶茶) 2023全新舞台演出 成都站,刘若英(奶茶),71,抒情,四川,成都,成都体育中心体育馆,体育馆,42604,2023-05-16,2023-05-16,94,猫眼演出,49,229,30542,余票较多
C202215651,张学友 2022巡回演唱会 福州站,张学友,92,经典,福建,福州,福州体育馆,体育馆,28269,2022-07-14,2022-07-14,121,华研国际,49,144,23855,正常
C202215652,孙燕姿 2022世界巡回演唱会（2晚） 贵阳站,孙燕姿,68,抒情,贵州,贵阳,贵阳体育文化中心体育馆,体育馆,9584,2022-08-05,2022-08-06,85,大麦,49,182,5583,余票较多
C202615653,蔡依林 2026全新舞台演出 兰州站,蔡依林,89,流行,甘肃,兰州,兰州国际会展/体育馆(演出场),体育馆,9701,2026-12-28,2026-12-28,113,杰克音乐,49,218,7545,正常
C202615654,张靓颖 2026年度演唱会 成都站,张靓颖,74,抒情,四川,成都,成都国际会展/体育馆(演出场),体育馆,36134,2026-04-16,2026-04-16,141,大麦,49,93,22970,余票较多
C202515655,薛之谦 2025巡回演唱会 上海站,薛之谦,70,流行,上海,上海,上海体育文化中心体育馆,体育馆,31964,2025-05-26,2025-05-26,115,猫眼演出,49,253,17623,余票较多
C202415656,李荣浩 2024年度演唱会 郑州站,李荣浩,64,民谣,河南,郑州,郑州体育馆,体育馆,14236,2024-02-27,2024-02-27,121,索尼音乐,49,85,7594,上座偏低
C202615657,王菲 2026年度演唱会（2晚） 济南站,王菲,82,流行,山东,济南,济南音乐厅/演出中心,演艺中心,3892,2026-06-09,2026-06-10,125,猫眼演出,49,193,2768,余票较多
C202615658,华晨宇 2026年度演唱会（2晚） 郑州站,华晨宇,67,摇滚/实验,河南,郑州,郑州音乐厅/演出中心,演艺中心,7266,2026-06-20,2026-06-21,128,橙天嘉禾,49,190,4718,余票较多
C202515659,陈奕迅 2025全新舞台演出 武汉站,陈奕迅,84,流行,湖北,武汉,武汉国际体育中心体育场,体育场,45860,2025-09-18,2025-09-18,119,华研国际,49,218,34071,余票较多
C202215660,周深 2022全新舞台演出 银川站,周深,64,跨界,宁夏,银川,银川奥体中心体育馆,体育馆,4452,2022-04-16,2022-04-16,110,杰克音乐,49,94,2898,余票较多
C202615661,王菲 2026巡回演唱会 重庆站,王菲,87,电子/氛围,重庆,重庆,重庆体育中心体育馆,体育馆,21942,2026-04-05,2026-04-05,136,现场娱乐(主办合作),49,73,15674,余票较多
C202415662,王菲 2024巡回演唱会 南宁站,王菲,81,流行,广西,南宁,南宁国际会展/体育馆(演出场),体育馆,4805,2024-07-29,2024-07-29,99,索尼音乐,49,171,3052,余票较多
C202415663,王嘉尔 2024特别呈现演唱会 宁波站,王嘉尔,76,嘻哈,浙江,宁波,宁波体育馆,体育馆,4939,2024-04-10,2024-04-10,137,橙天嘉禾,49,186,3075,余票较多
C202415664,汪苏泷 2024巡回演唱会 长沙站,汪苏泷,67,流行,湖南,长沙,长沙国际会展/体育馆(演出场),体育馆,10083,2024-07-24,2024-07-24,112,大麦,49,131,6360,余票较多
C202315665,刘德华 2023巡回演唱会 南宁站,刘德华,97,流行,广西,南宁,南宁国际会展/体育馆(演出场),体育馆,4882,2023-01-05,2023-01-05,113,永乐票务,49,76,4019,正常
C202615666,蔡依林 2026世界巡回演唱会 上海站,蔡依林,78,舞曲/电子,上海,上海,上海大剧院(演出厅),演艺中心,7211,2026-10-12,2026-10-12,113,华研国际,49,210,5461,正常
C202415667,陈奕迅 2024巡回演唱会 太原站,陈奕迅,99,抒情,山西,太原,太原体育馆,体育馆,13501,2024-04-12,2024-04-12,121,猫眼演出,49,133,11317,正常
C202415668,蔡依林 2024全国巡演 呼和浩特站,蔡依林,88,舞曲/电子,内蒙古,呼和浩特,呼和浩特体育文化中心体育馆,体育馆,3607,2024-07-09,2024-07-09,121,华研国际,49,77,2868,正常
C202615669,孙燕姿 2026年度演唱会 厦门站,孙燕姿,80,流行,福建,厦门,厦门体育中心体育馆,体育馆,12606,2026-05-17,2026-05-17,124,现场娱乐(主办合作),49,63,10334,正常
C202615670,蔡徐坤 2026全国巡演 佛山站,蔡徐坤,72,流行,广东,佛山,佛山音乐厅/演出中心,演艺中心,3218,2026-01-07,2026-01-07,119,环球音乐,49,169,2103,余票较多
C202215671,蔡依林 2022年度演唱会 郑州站,蔡依林,87,舞曲/电子,河南,郑州,郑州体育中心体育场,体育场,53862,2022-04-03,2022-04-03,116,华研国际,49,59,36422,余票较多
C202415672,刘德华 2024特别呈现演唱会 合肥站,刘德华,87,流行,安徽,合肥,合肥体育中心体育馆,体育馆,17738,2024-08-24,2024-08-24,116,摩登天空,49,86,13253,余票较多
C202415673,薛之谦 2024年度演唱会 厦门站,薛之谦,80,民谣/流行,福建,厦门,厦门体育文化中心体育馆,体育馆,11413,2024-04-19,2024-04-19,116,大麦,49,215,7449,余票较多
C202515674,周杰伦 2025巡回演唱会 重庆站,周杰伦,99,嘻哈,重庆,重庆,重庆体育中心体育场,体育场,37089,2025-03-17,2025-03-17,113,杰克音乐,49,244,24857,余票较多
C202215675,刘若英(奶茶) 2022特别呈现演唱会 成都站,刘若英(奶茶),67,经典,四川,成都,成都奥体中心体育馆,体育馆,31330,2022-10-28,2022-10-28,97,橙天嘉禾,49,227,18638,余票较多
C202315676,孙燕姿 2023特别呈现演唱会 重庆站,孙燕姿,59,流行,重庆,重庆,重庆体育文化中心体育馆,体育馆,44853,2023-07-25,2023-07-25,112,华研国际,49,173,25456,余票较多
C202515677,薛之谦 2025年度演唱会（2晚） 成都站,薛之谦,74,流行,四川,成都,成都国际会展/体育馆(演出场),体育馆,18671,2025-02-02,2025-02-03,112,杰克音乐,49,229,14119,正常
C202615678,王菲 2026巡回演唱会 成都站,王菲,95,电子/氛围,四川,成都,成都国际会展/体育馆(演出场),体育馆,36327,2026-03-12,2026-03-12,124,杰克音乐,49,315,24764,余票较多
C202515679,毛不易 2025巡回演唱会 长春站,毛不易,76,民谣/流行,吉林,长春,长春体育文化中心体育馆,体育馆,4801,2025-04-25,2025-04-25,124,猫眼演出,49,275,3669,正常
C202315680,赵雷 2023巡回演唱会（2晚） 广州站,赵雷,69,民谣,广东,广州,广州体育馆,体育馆,37005,2023-09-08,2023-09-09,118,环球音乐,49,230,20945,余票较多
C202215681,赵雷 2022年度演唱会 贵阳站,赵雷,47,民谣,贵州,贵阳,贵阳体育文化中心体育馆,体育馆,25829,2022-07-25,2022-07-25,136,永乐票务,49,260,13164,上座偏低
C202315682,刘若英(奶茶) 2023全国巡演（2晚） 银川站,刘若英(奶茶),77,抒情,宁夏,银川,银川音乐厅/演出中心,演艺中心,2229,2023-02-25,2023-02-26,123,华研国际,49,292,1363,余票较多
C202615683,张学友 2026全新舞台演出 佛山站,张学友,85,抒情,广东,佛山,佛山音乐厅/演出中心,演艺中心,1802,2026-06-01,2026-06-01,109,索尼音乐,49,101,1196,余票较多
C202615684,毛不易 2026年度演唱会 济南站,毛不易,64,民谣/流行,山东,济南,济南演艺中心,演艺中心,3766,2026-09-16,2026-09-16,113,大麦,49,92,2126,余票较多
C202315685,周杰伦 2023全国巡演 北京站,周杰伦,90,嘻哈,北京,北京,北京体育馆,体育馆,17039,2023-11-20,2023-11-20,118,环球音乐,49,105,11551,余票较多
C202515686,薛之谦 2025全国巡演 福州站,薛之谦,81,民谣/流行,福建,福州,福州奥体中心体育馆,体育馆,24880,2025-09-22,2025-09-22,121,永乐票务,49,213,15736,余票较多
C202215687,五月天 2022年度演唱会 石家庄站,五月天,90,摇滚,河北,石家庄,石家庄国际会展/体育馆(演出场),体育馆,8881,2022-10-31,2022-10-31,142,摩登天空,49,165,5807,余票较多
C202615688,张学友 2026全新舞台演出 深圳站,张学友,97,经典,广东,深圳,深圳国际体育中心体育场,体育场,80751,2026-02-16,2026-02-16,126,摩登天空,49,82,53629,余票较多
C202515689,周深 2025年度演唱会（2晚） 银川站,周深,47,古典/流行,宁夏,银川,银川体育中心体育馆,体育馆,10107,2025-03-21,2025-03-22,104,大麦,49,80,5182,上座偏低
C202615690,周杰伦 2026巡回演唱会 南宁站,周杰伦,90,嘻哈,广西,南宁,南宁音乐厅/演出中心,演艺中心,4133,2026-12-28,2026-12-28,96,现场娱乐(主办合作),49,214,2770,余票较多
C202415691,李荣浩 2024年度演唱会 南京站,李荣浩,51,民谣,江苏,南京,南京奥体中心体育馆,体育馆,17363,2024-10-05,2024-10-05,122,华研国际,49,239,10823,余票较多
C202315692,薛之谦 2023年度演唱会 天津站,薛之谦,86,流行,天津,天津,天津奥体中心体育馆,体育馆,24127,2023-10-09,2023-10-09,114,大麦,49,189,18153,正常
C202515693,邓紫棋 2025巡回演唱会 兰州站,邓紫棋,79,摇滚,甘肃,兰州,兰州艺术中心大剧场,演艺中心,3976,2025-06-15,2025-06-15,140,永乐票务,49,170,2905,余票较多
C202615694,林俊杰 2026年度演唱会 济南站,林俊杰,87,R&B,山东,济南,济南体育文化中心体育馆,体育馆,15668,2026-10-20,2026-10-20,119,华研国际,49,231,12220,正常
C202615695,光良 2026全国巡演（2晚） 长春站,光良,60,抒情,吉林,长春,长春艺术中心大剧场,演艺中心,1752,2026-04-06,2026-04-07,108,华纳音乐,49,59,1134,余票较多
C202215696,邓紫棋 2022年度演唱会 西宁站,邓紫棋,78,流行,青海,西宁,西宁艺术中心大剧场,演艺中心,2165,2022-08-25,2022-08-25,120,橙天嘉禾,49,212,1537,余票较多
C202515697,蔡徐坤 2025年度演唱会 天津站,蔡徐坤,81,流行,天津,天津,天津音乐厅/演出中心,演艺中心,6581,2025-09-06,2025-09-06,110,杰克音乐,49,175,5097,正常
C202615698,薛之谦 2026巡回演唱会 福州站,薛之谦,88,民谣/流行,福建,福州,福州国际会展/体育馆(演出场),体育馆,28775,2026-06-19,2026-06-19,123,杰克音乐,49,120,22434,正常
C202615699,周深 2026全新舞台演出 兰州站,周深,62,跨界,甘肃,兰州,兰州国际会展/体育馆(演出场),体育馆,9417,2026-03-26,2026-03-26,115,猫眼演出,49,59,5960,余票较多
C202415700,蔡依林 2024全新舞台演出（2晚） 北京站,蔡依林,88,流行,北京,北京,北京体育场,体育场,67796,2024-01-07,2024-01-08,134,摩登天空,49,269,50390,余票较多
C202515701,赵雷 2025全新舞台演出 昆明站,赵雷,51,民谣,云南,昆明,昆明国际会展/体育馆(演出场),体育馆,10301,2025-03-31,2025-03-31,124,摩登天空,49,137,6678,余票较多
C202315702,周杰伦 2023特别呈现演唱会 石家庄站,周杰伦,90,嘻哈,河北,石家庄,石家庄体育文化中心体育馆,体育馆,11226,2023-07-01,2023-07-01,118,华研国际,49,225,8381,余票较多
C202215703,陈奕迅 2022世界巡回演唱会 太原站,陈奕迅,90,抒情,山西,太原,太原体育馆,体育馆,3043,2022-04-06,2022-04-06,120,杰克音乐,49,275,2324,正常
C202615704,刘若英(奶茶) 2026巡回演唱会 长春站,刘若英(奶茶),57,抒情,吉林,长春,长春奥体中心体育馆,体育馆,13470,2026-06-09,2026-06-09,128,现场娱乐(主办合作),49,132,9457,余票较多
C202215705,周深 2022巡回演唱会 大连站,周深,62,古典/流行,辽宁,大连,大连奥体中心体育馆,体育馆,22188,2022-12-07,2022-12-07,106,环球音乐,49,189,12539,余票较多
C202415706,汪苏泷 2024年度演唱会 宁波站,汪苏泷,48,流行,浙江,宁波,宁波艺术中心大剧场,演艺中心,5786,2024-11-19,2024-11-19,127,大麦,49,210,3296,余票较多
C202415707,邓紫棋 2024巡回演唱会 大连站,邓紫棋,82,流行,辽宁,大连,大连体育文化中心体育馆,体育馆,17427,2024-10-11,2024-10-11,125,摩登天空,49,133,13668,正常
C202215708,汪苏泷 2022世界巡回演唱会 南昌站,汪苏泷,63,电子/流行,江西,南昌,南昌奥体中心体育馆,体育馆,25387,2022-10-17,2022-10-17,125,猫眼演出,49,187,15800,余票较多
C202415709,刘若英(奶茶) 2024巡回演唱会 哈尔滨站,刘若英(奶茶),76,经典,黑龙江,哈尔滨,哈尔滨奥体中心体育馆,体育馆,12979,2024-11-02,2024-11-02,129,索尼音乐,49,59,10241,正常
C202515710,张杰 2025巡回演唱会 杭州站,张杰,84,抒情,浙江,杭州,杭州体育中心体育场,体育场,42257,2025-12-31,2025-12-31,119,永乐票务,49,173,24228,余票较多
C202215711,五月天 2022世界巡回演唱会（2晚） 重庆站,五月天,91,流行摇滚,重庆,重庆,重庆国际体育中心体育场,体育场,78491,2022-03-12,2022-03-13,121,永乐票务,49,245,61860,正常
C202615712,孙燕姿 2026年度演唱会 西宁站,孙燕姿,65,流行,青海,西宁,西宁体育馆,体育馆,6610,2026-09-07,2026-09-07,115,环球音乐,49,59,4230,余票较多
C202515713,赵雷 2025全新舞台演出（2晚） 南京站,赵雷,44,民谣,江苏,南京,南京奥体中心体育场,体育场,60118,2025-08-01,2025-08-02,112,永乐票务,49,243,25707,上座偏低
C202215714,张靓颖 2022世界巡回演唱会 武汉站,张靓颖,64,流行,湖北,武汉,武汉大剧院(演出厅),演艺中心,8130,2022-07-07,2022-07-07,136,华研国际,49,230,4710,余票较多
C202415715,蔡依林 2024全国巡演 呼和浩特站,蔡依林,77,舞曲/电子,内蒙古,呼和浩特,呼和浩特体育馆,体育馆,13901,2024-02-03,2024-02-03,115,杰克音乐,49,219,9709,余票较多
C202415716,汪苏泷 2024巡回演唱会 青岛站,汪苏泷,82,流行,山东,青岛,青岛国际会展/体育馆(演出场),体育馆,23911,2024-11-29,2024-11-29,112,猫眼演出,49,107,15486,余票较多
C202615717,五月天 2026特别呈现演唱会 厦门站,五月天,91,摇滚,福建,厦门,厦门艺术中心大剧场,演艺中心,9937,2026-07-09,2026-07-09,116,环球音乐,49,189,8039,正常
C202215718,孙燕姿 2022全国巡演 长春站,孙燕姿,63,抒情,吉林,长春,长春体育中心体育场,体育场,24813,2022-06-15,2022-06-15,103,摩登天空,49,156,13773,余票较多
C202415719,王菲 2024巡回演唱会 呼和浩特站,王菲,84,流行,内蒙古,呼和浩特,呼和浩特国际会展/体育馆(演出场),体育馆,9519,2024-02-12,2024-02-12,121,大麦,49,234,5786,余票较多
C202415720,光良 2024年度演唱会 南京站,光良,70,抒情,江苏,南京,南京国际体育中心体育场,体育场,52785,2024-06-08,2024-06-08,118,大麦,49,127,39571,余票较多
C202415721,刘德华 2024全国巡演 太原站,刘德华,90,流行,山西,太原,太原体育馆,体育馆,7638,2024-08-05,2024-08-05,119,华研国际,49,266,5443,余票较多
C202515722,王菲 2025世界巡回演唱会 南宁站,王菲,81,流行,广西,南宁,南宁艺术中心大剧场,演艺中心,2786,2025-04-19,2025-04-19,124,猫眼演出,49,300,2087,余票较多
C202415723,GAI周延 2024全新舞台演出 杭州站,GAI周延,71,嘻哈,浙江,杭州,杭州奥体中心体育馆,体育馆,23354,2024-12-26,2024-12-26,109,大麦,49,287,16498,余票较多
C202415724,华晨宇 2024世界巡回演唱会 青岛站,华晨宇,52,摇滚/实验,山东,青岛,青岛体育文化中心体育馆,体育馆,17662,2024-07-26,2024-07-26,127,猫眼演出,49,266,10706,余票较多
C202615725,刘德华 2026巡回演唱会（2晚） 呼和浩特站,刘德华,99,流行,内蒙古,呼和浩特,呼和浩特体育文化中心体育馆,体育馆,8000,2026-02-15,2026-02-16,123,猫眼演出,49,207,5882,余票较多
C202315726,蔡徐坤 2023年度演唱会 石家庄站,蔡徐坤,73,流行,河北,石家庄,石家庄音乐厅/演出中心,演艺中心,5958,2023-06-20,2023-06-20,121,永乐票务,49,59,3730,余票较多
C202415727,蔡徐坤 2024全新舞台演出 杭州站,蔡徐坤,72,舞曲/电子,浙江,杭州,杭州体育中心体育场,体育场,39990,2024-01-30,2024-01-30,132,摩登天空,49,59,26589,余票较多
C202415728,蔡依林 2024世界巡回演唱会 南昌站,蔡依林,77,流行,江西,南昌,南昌体育馆,体育馆,15061,2024-10-08,2024-10-08,130,摩登天空,49,266,10267,余票较多
C202215729,陈奕迅 2022世界巡回演唱会 深圳站,陈奕迅,87,抒情,广东,深圳,深圳奥体中心体育场,体育场,54046,2022-02-13,2022-02-13,132,摩登天空,49,165,42304,正常
C202415730,华晨宇 2024巡回演唱会 成都站,华晨宇,79,摇滚/实验,四川,成都,成都体育文化中心体育馆,体育馆,29488,2024-07-30,2024-07-30,119,猫眼演出,49,111,22900,正常
C202615731,林俊杰 2026世界巡回演唱会 兰州站,林俊杰,87,流行,甘肃,兰州,兰州大剧院(演出厅),演艺中心,1979,2026-07-16,2026-07-16,119,华纳音乐,49,239,1607,正常
C202215732,张杰 2022全国巡演 佛山站,张杰,77,流行,广东,佛山,佛山体育文化中心体育馆,体育馆,9385,2022-08-19,2022-08-19,134,猫眼演出,49,192,5778,余票较多
